"subject_id","wave","fcOrder","group","item","forecast","bscore","bscore_standardized","bscore_standardized_to_reg"
"ia068eboWvrxspWSSUh4",4,"fcAE","sup","C47",30,0.18,0.0635379533673056,-0.463977093817656
"ia068eboWvrxspWSSUh4",4,"fcAE","sup","M7949",60,0.72,-0.527142194186851,-0.434249994287411
"2E7Kz0rLkjuxffXaHEf8",4,"fcBA","reg","G1920",81,0.0722,-1.01810838482245,NA
"2E7Kz0rLkjuxffXaHEf8",4,"fcBA","reg","G2006",64,0.2592,-0.967628434358102,NA
"7oqtXRTtqemWKjkCzH7m",4,"fcBA","reg","G1920",60,0.32,-0.598640210527495,NA
"7oqtXRTtqemWKjkCzH7m",4,"fcBA","reg","G2006",10,1.62,1.61512946871301,NA
"64RVc86LLeI6qccFOAs0",4,"fcCB","reg","G2404",66,0.2312,0.256444596940007,NA
"YWLSlBZ1Blkedp3DGEgE",4,"fcBA","sup","G1920",50,0.5,-0.673561319182252,-0.293941778836244
"YWLSlBZ1Blkedp3DGEgE",4,"fcBA","sup","G2006",18,1.3448,0.0175997903633409,1.09280805856812
"F2DvteunZgYFdBB0EK9W",4,"fcAE","reg","C47",40,0.32,-0.155799083730176,NA
"F2DvteunZgYFdBB0EK9W",4,"fcAE","reg","M7949",71,1.0082,0.0744796189323323,NA
"A8SHBz2S8Ui095L35Wjh",4,"fcDC","reg","G1472",53,0.5618,0.45768785410173,NA
"A8SHBz2S8Ui095L35Wjh",4,"fcDC","reg","G1948",56,0.3872,-0.738233146636183,NA
"gLW9BncdnIaH02q49IcY",4,"fcCB","reg","G2404",67,0.2178,0.203096565762004,NA
"zoxX2w6t4KHJ9jlRK4GI",4,"fcBA","reg","G1920",39,0.7442,0.119432426824888,NA
"zoxX2w6t4KHJ9jlRK4GI",4,"fcBA","reg","G2006",41,0.6962,-0.138215439324241,NA
"INJiFcjen2bPWcOF8EMm",4,"fcCB","sup","G2404",87,0.0338,-1.0938756538471,-0.529443563846392
"qexF3lX87eCr0uIamIsM",4,"fcCB","reg","G2404",95,0.00500000000000001,-0.644102018915533,NA
"kWCRNYdWCscmc5F9HpUl",4,"fcDC","reg","G1472",0,0,-0.817572133911237,NA
"kWCRNYdWCscmc5F9HpUl",4,"fcDC","reg","G1948",10,1.62,1.1085250889706,NA
"Dww6f9XWMbmfz4VOw6gr",4,"fcED","reg","C1039",100,0,-1.01908973263582,NA
"Dww6f9XWMbmfz4VOw6gr",4,"fcED","reg","G2063",98,0.000800000000000001,-0.464328560402997,NA
"L7pmg8joYv1DAbta4GSy",4,"fcBA","reg","G1920",60,0.32,-0.598640210527495,NA
"L7pmg8joYv1DAbta4GSy",4,"fcBA","reg","G2006",58,0.3528,-0.789978419861147,NA
"cCG6mnVTKeFUPwzMeFC3",4,"fcAE","reg","C47",25,0.125,-0.585047026352023,NA
"cCG6mnVTKeFUPwzMeFC3",4,"fcAE","reg","M7949",90,1.62,1.154426799251,NA
"jZF8v6PoTY6RXiFVy6gY",4,"fcED","reg","C1039",1,1.9602,1.44066247449032,NA
"jZF8v6PoTY6RXiFVy6gY",4,"fcED","reg","G2063",100,0,-0.467211437003373,NA
"jdJRtSyyTamNP0WYAaei",4,"fcDC","reg","G1472",50,0.5,0.317404715512906,NA
"jdJRtSyyTamNP0WYAaei",4,"fcDC","reg","G1948",61,0.3042,-0.862568751402051,NA
"bW7vftpeg6L47YzZjzWX",4,"fcED","reg","C1039",25,1.125,0.392613783850715,NA
"bW7vftpeg6L47YzZjzWX",4,"fcED","reg","G2063",90,0.02,-0.395139521993979,NA
"JYNcLggG6xeng7vhONOS",4,"fcCB","reg","G2404",75,0.125,-0.166358456127448,NA
"az533Se9msJWRtlthzno",4,"fcAE","reg","C47",53,0.5618,0.376468365120915,NA
"az533Se9msJWRtlthzno",4,"fcAE","reg","M7949",56,0.6272,-0.598060223665594,NA
"ZafHADISIiTJh88ymVWB",4,"fcCB","reg","G2404",85,0.045,-0.484854164652838,NA
"4oaDoopwxTfQsZjfqWCG",4,"fcDC","reg","G1472",50,0.5,0.317404715512906,NA
"4oaDoopwxTfQsZjfqWCG",4,"fcDC","reg","G1948",10,1.62,1.1085250889706,NA
"WZGI7tv6OOdwYyw1ikSg",4,"fcED","reg","C1039",85,0.045,-0.962621591976357,NA
"WZGI7tv6OOdwYyw1ikSg",4,"fcED","reg","G2063",73,0.1458,0.0581928234151092,NA
"G1HTrSNlmhPaxLSlRHiT",4,"fcBA","reg","G1920",33,0.8978,0.379441755201423,NA
"G1HTrSNlmhPaxLSlRHiT",4,"fcBA","reg","G2006",25,1.125,0.675634199738732,NA
"gHHwobImT2PGSNn0oJPf",4,"fcED","reg","C1039",100,0,-1.01908973263582,NA
"gHHwobImT2PGSNn0oJPf",4,"fcED","reg","G2063",55,0.405,0.992244841936854,NA
"QcrmHac8XMeZcwhfqCZW",4,"fcBA","reg","G1920",70,0.18,-0.835627879620691,NA
"QcrmHac8XMeZcwhfqCZW",4,"fcBA","reg","G2006",20,1.28,0.969819586993305,NA
"RveeQdZHVYmtzRhFqxdE",4,"fcAE","reg","C47",16,0.0512,-0.747500863098137,NA
"RveeQdZHVYmtzRhFqxdE",4,"fcAE","reg","M7949",96,1.8432,1.54841864404852,NA
"qDI6xFzx1uEgAvcPXYms",4,"fcDC","reg","G1472",9,0.0162,-0.780798883989895,NA
"qDI6xFzx1uEgAvcPXYms",4,"fcDC","reg","G1948",15,1.445,0.846371705428102,NA
"7g48cSLs8jYPIKalXiUZ",4,"fcDC","reg","G1472",14,0.0392,-0.728589948916384,NA
"7g48cSLs8jYPIKalXiUZ",4,"fcDC","reg","G1948",5,1.805,1.38565866585838,NA
"fPjm1W83lmRxRhL75X8e",4,"fcAE","sup","C47",20,0.08,-0.391931246398326,-0.684104243880141
"fPjm1W83lmRxRhL75X8e",4,"fcAE","sup","M7949",40,0.32,-1.36459586867447,-1.14032856919337
"nByyDx5ySIqzXH4X85Gh",4,"fcBA","reg","G1920",75,0.125,-0.928730178193018,NA
"nByyDx5ySIqzXH4X85Gh",4,"fcBA","reg","G2006",20,1.28,0.969819586993305,NA
"WB9EKGkTF3UsCmq9SJTj",4,"fcED","reg","C1039",8,1.6928,1.1051162342161,NA
"WB9EKGkTF3UsCmq9SJTj",4,"fcED","reg","G2063",80,0.08,-0.178923776965797,NA
"u705XCN00NDookJAZSuU",4,"fcBA","reg","G1920",75,0.125,-0.928730178193018,NA
"u705XCN00NDookJAZSuU",4,"fcBA","reg","G2006",40,0.72,-0.0930437476038617,NA
"8JPlYoclZmsdBMbSSwUV",4,"fcBA","reg","G1920",67,0.2178,-0.771641208965528,NA
"8JPlYoclZmsdBMbSSwUV",4,"fcBA","reg","G2006",25,1.125,0.675634199738732,NA
"THM75FY0853siUB2wF5J",4,"fcCB","reg","G2404",79,0.0882,-0.312866482049127,NA
"QXS83CXvmp6zYnsLAuuG",4,"fcAE","reg","C47",24,0.1152,-0.606619487058147,NA
"QXS83CXvmp6zYnsLAuuG",4,"fcAE","reg","M7949",94,1.7672,1.41426371481639,NA
"b8M0JyK1URtbzEoC6nsg",4,"fcBA","reg","G1920",45,0.605,-0.116201027016347,NA
"b8M0JyK1URtbzEoC6nsg",4,"fcBA","reg","G2006",15,1.445,1.2829846766514,NA
"SEabyz9Vya7xSk90h7WN",4,"fcBA","reg","G1920",19,1.3122,1.08092525571728,NA
"SEabyz9Vya7xSk90h7WN",4,"fcBA","reg","G2006",39,0.7442,-0.0471128677873413,NA
"okzLD9anhwcn0KFsWYaj",4,"fcDC","reg","G1472",23,0.1058,-0.577411032573088,NA
"okzLD9anhwcn0KFsWYaj",4,"fcDC","reg","G1948",18,1.3448,0.696270168108343,NA
"D8fTXJ4pmCgPKwoIaToD",4,"fcDC","reg","G1472",87,1.5138,2.6186837754053,NA
"D8fTXJ4pmCgPKwoIaToD",4,"fcDC","reg","G1948",5,1.805,1.38565866585838,NA
"ViAOJ5c4xcmlicXktJDv",4,"fcDC","reg","G1472",75,1.125,1.73612577729308,NA
"ViAOJ5c4xcmlicXktJDv",4,"fcDC","reg","G1948",80,0.08,-1.19842468620335,NA
"tN2DQnbEI0nG5Nu5ogz2",4,"fcDC","reg","G1472",3,0.0018,-0.81348621725331,NA
"tN2DQnbEI0nG5Nu5ogz2",4,"fcDC","reg","G1948",60,0.32,-0.8389000459165,NA
"D0FyE8Mv8tbcZvUb3vgv",4,"fcBA","reg","G1920",65,0.245,-0.72559789039885,NA
"D0FyE8Mv8tbcZvUb3vgv",4,"fcBA","reg","G2006",63,0.2738,-0.939918068848961,NA
"ePV1AgHR8WO6UjCufdXI",4,"fcDC","reg","G1472",40,0.32,-0.0911869502797854,NA
"ePV1AgHR8WO6UjCufdXI",4,"fcDC","reg","G1948",60,0.32,-0.8389000459165,NA
"G2WGBZc9GyTIFNdsysZC",4,"fcDC","sup","G1472",2,8e-04,-0.886954009177726,-0.815756170952158
"G2WGBZc9GyTIFNdsysZC",4,"fcDC","sup","G1948",40,0.72,0.334864265686862,-0.239692312105086
"ItLyRC07hxMbcaguQBkl",4,"fcCB","reg","G2404",85,0.045,-0.484854164652838,NA
"NbrnTP3fAbnFbmOHnKYa",4,"fcED","reg","C1039",100,0,-1.01908973263582,NA
"NbrnTP3fAbnFbmOHnKYa",4,"fcED","reg","G2063",85,0.045,-0.305049628232236,NA
"HQtaLSwh8MGTTpLVllOE",4,"fcED","reg","C1039",90,0.02,-0.993992781231613,NA
"HQtaLSwh8MGTTpLVllOE",4,"fcED","reg","G2063",90,0.02,-0.395139521993979,NA
"mBdoKoU3XJ9aSYehlcvO",4,"fcAE","reg","C47",40,0.32,-0.155799083730176,NA
"mBdoKoU3XJ9aSYehlcvO",4,"fcAE","reg","M7949",75,1.125,0.280654562804872,NA
"A7wLmahMacmd6RniSE0h",4,"fcAE","reg","C47",15,0.045,-0.761148746402011,NA
"A7wLmahMacmd6RniSE0h",4,"fcAE","reg","M7949",85,1.445,0.84551742272964,NA
"lVf9yb3rd8R5jMUeXTP0",4,"fcDC","reg","G1472",60,0.72,0.816794529259529,NA
"lVf9yb3rd8R5jMUeXTP0",4,"fcDC","reg","G1948",50,0.5,-0.569256565701364,NA
"gSZl9DZU0bcpGdNUzSVU",4,"fcBA","reg","G1920",72,0.1568,-0.874900121927564,NA
"gSZl9DZU0bcpGdNUzSVU",4,"fcBA","reg","G2006",29,1.0082,0.453951275665609,NA
"3VuBzxhMEP0vh3PsqIAC",4,"fcBA","reg","G1920",57,0.3698,-0.514340311092916,NA
"3VuBzxhMEP0vh3PsqIAC",4,"fcBA","reg","G2006",68,0.2048,-1.07087801543326,NA
"lmjZycGUGML2Cg7dVawT",4,"fcCB","reg","G2404",72,0.1568,-0.0397564119886052,NA
"Rq5U9Lz0pF3xtvZkt1Ux",4,"fcDC","reg","G1472",23,0.1058,-0.577411032573088,NA
"Rq5U9Lz0pF3xtvZkt1Ux",4,"fcDC","reg","G1948",9,1.6562,1.16275338888053,NA
"JhW3ezpIB8sBZJ76QQ2b",4,"fcDC","reg","G1472",50,0.5,0.317404715512906,NA
"JhW3ezpIB8sBZJ76QQ2b",4,"fcDC","reg","G1948",2,1.9208,1.55912930479678,NA
"rHuRrq19Qf7W491h1pSZ",4,"fcBA","reg","G1920",100,0,-1.14032631131194,NA
"rHuRrq19Qf7W491h1pSZ",4,"fcBA","reg","G2006",50,0.5,-0.51059720048132,NA
"5KVDGaVVAHsiHJMjLWGH",4,"fcAE","reg","C47",69,0.9522,1.23584475896486,NA
"5KVDGaVVAHsiHJMjLWGH",4,"fcAE","reg","M7949",56,0.6272,-0.598060223665594,NA
"FqMdeNMqacNOMwDGxovJ",4,"fcAE","reg","C47",31,0.1922,-0.437121581510032,NA
"FqMdeNMqacNOMwDGxovJ",4,"fcAE","reg","M7949",90,1.62,1.154426799251,NA
"QygIO2O30zG9kOeA6yaW",4,"fcCB","reg","G2404",91,0.0162,-0.599512619721978,NA
"wSixs1RYkv1efoymvtW1",4,"fcCB","reg","G2404",100,0,-0.664008000698369,NA
"BvKCMACzXtxloOwf0FNW",4,"fcBA","reg","G1920",40,0.72,0.0784674154530641,NA
"BvKCMACzXtxloOwf0FNW",4,"fcBA","reg","G2006",49,0.5202,-0.472258201626208,NA
"FVr9Qh8yXv6UmFFciuDC",4,"fcDC","sup","G1472",25,0.125,-0.414409019730774,-0.533827921555201
"FVr9Qh8yXv6UmFFciuDC",4,"fcDC","sup","G1948",75,0.125,-0.785114588071895,-1.13101381614956
"K23r5Gciflq8ssI5pwWt",4,"fcBA","reg","G1920",28,1.0368,0.614736655229667,NA
"K23r5Gciflq8ssI5pwWt",4,"fcBA","reg","G2006",60,0.32,-0.852231843744695,NA
"xerEAhCM3QCii740dMOT",4,"fcAE","reg","C47",85,1.445,2.32063135447279,NA
"xerEAhCM3QCii740dMOT",4,"fcAE","reg","M7949",90,1.62,1.154426799251,NA
"h4uUfeR4zbcyISP04L14",4,"fcCB","reg","G2404",92,0.0128,-0.613048687334307,NA
"3Wk3c1HGlTGUJ1UbAUNw",4,"fcBA","reg","G1920",55,0.405,-0.454754840006627,NA
"3Wk3c1HGlTGUJ1UbAUNw",4,"fcBA","reg","G2006",50,0.5,-0.51059720048132,NA
"zE4Nw3teBP9xAkpDgZpA",4,"fcCB","reg","G2404",65,0.245,0.311385106660637,NA
"EjsoVpqhWOiTqfeSVzaZ",4,"fcCB","reg","G2404",57,0.3698,0.808238411960245,NA
"OZxiKlHgf246UrOWZWYB",4,"fcDC","reg","G1472",33,0.2178,-0.32317621830208,NA
"OZxiKlHgf246UrOWZWYB",4,"fcDC","reg","G1948",76,0.1152,-1.14569440562794,NA
"Fvv0ALwZPTKLL7OVVBmn",4,"fcBA","reg","G1920",15,1.445,1.30572498754283,NA
"Fvv0ALwZPTKLL7OVVBmn",4,"fcBA","reg","G2006",70,0.18,-1.11794767739399,NA
"vLZOQcg7ef2x9mZXoFxr",4,"fcBA","reg","G1920",76,0.1152,-0.945319315029542,NA
"vLZOQcg7ef2x9mZXoFxr",4,"fcBA","reg","G2006",11,1.5842,1.54718213410841,NA
"y1JEIOJQJeheqJoGWlQ9",4,"fcED","reg","C1039",36,0.8192,0.00888139688042023,NA
"y1JEIOJQJeheqJoGWlQ9",4,"fcED","reg","G2063",80,0.08,-0.178923776965797,NA
"o7A1QifxWSXLV6IS4ZED",4,"fcAE","reg","C47",30,0.18,-0.463977093817656,NA
"o7A1QifxWSXLV6IS4ZED",4,"fcAE","reg","M7949",72,1.0368,0.124964237038108,NA
"kr9CWXPe1Jc4tybB5TDJ",4,"fcAE","reg","C47",35,0.245,-0.32089444627704,NA
"kr9CWXPe1Jc4tybB5TDJ",4,"fcAE","reg","M7949",75,1.125,0.280654562804872,NA
"Qic7eO9OFexru0SPkoaV",4,"fcED","reg","C1039",71,0.1682,-0.808024371326454,NA
"Qic7eO9OFexru0SPkoaV",4,"fcED","reg","G2063",60,0.32,0.685939203146931,NA
"umV9t8yhNwHqLYO7llmI",4,"fcAE","reg","C47",10,0.02,-0.816180533917633,NA
"umV9t8yhNwHqLYO7llmI",4,"fcAE","reg","M7949",50,0.5,-0.822593210485689,NA
"4HVHRJ9CikK2DcK4oXP0",4,"fcBA","reg","G1920",30,0.98,0.518587372340428,NA
"4HVHRJ9CikK2DcK4oXP0",4,"fcBA","reg","G2006",30,0.98,0.40042851488768,NA
"wTGPje1S1u8mlwHKABjw",4,"fcDC","reg","G1472",10,0.02,-0.772173059934271,NA
"wTGPje1S1u8mlwHKABjw",4,"fcDC","reg","G1948",25,1.125,0.367005518378971,NA
"48JkxisEdAAEeppMKmgs",4,"fcBA","reg","G1920",65,0.245,-0.72559789039885,NA
"48JkxisEdAAEeppMKmgs",4,"fcBA","reg","G2006",80,0.08,-1.3077447014292,NA
"ym15ZZj8Df0uNAuodXn8",4,"fcBA","reg","G1920",66,0.2312,-0.74895810349518,NA
"ym15ZZj8Df0uNAuodXn8",4,"fcBA","reg","G2006",35,0.845,0.144202532440149,NA
"lTh2mTi7deayrBw0FqFF",4,"fcCB","reg","G2404",88,0.0288,-0.549349545629229,NA
"q3VsAGR3M7NcSy306kkB",4,"fcAE","reg","C47",91,1.6562,2.78553989540476,NA
"q3VsAGR3M7NcSy306kkB",4,"fcAE","reg","M7949",76,1.1552,0.333963495210272,NA
"YORDk6DFygvOTEfH2xnP",4,"fcED","reg","C1039",60,0.32,-0.617538510168537,NA
"YORDk6DFygvOTEfH2xnP",4,"fcED","reg","G2063",72,0.1568,0.0978323766702759,NA
"7AlcRBY2aNYzLP9XgiiD",4,"fcCB","reg","G2404",90,0.02,-0.584384073567022,NA
"kSZ3wZkDtJRrYLpi4ojs",4,"fcED","reg","C1039",28,1.0368,0.281936228158171,NA
"kSZ3wZkDtJRrYLpi4ojs",4,"fcED","reg","G2063",96,0.00320000000000001,-0.45567993060187,NA
"OeTKLsuBUOqubD9ThGeg",4,"fcAE","sup","C47",22,0.0968,-0.3154124208377,-0.647122882669644
"OeTKLsuBUOqubD9ThGeg",4,"fcAE","sup","M7949",60,0.72,-0.527142194186851,-0.434249994287411
"QFPR5BC0ggLW6ZcgN14j",4,"fcCB","reg","G2404",82,0.0648,-0.406026476792804,NA
"g7rIRsOq2kkH8pYaz7fR",4,"fcAE","reg","C47",30,0.18,-0.463977093817656,NA
"g7rIRsOq2kkH8pYaz7fR",4,"fcAE","reg","M7949",60,0.72,-0.434249994287411,NA
"17LEM8wPQyshaga81mOO",4,"fcCB","reg","G2404",61,0.3042,0.547071930969426,NA
"n5AGPwfO2Wk5kjAAFQaR",4,"fcCB","reg","G2404",64,0.2592,0.367918094923894,NA
"ydd1LumbkUH3nodzQ6ED",4,"fcDC","reg","G1472",43,0.3698,0.0218567439228591,NA
"ydd1LumbkUH3nodzQ6ED",4,"fcDC","reg","G1948",58,0.3528,-0.789765011743964,NA
"Ayo5YHWlCQsHNV7XrQc7",4,"fcDC","reg","G1472",35,0.245,-0.261433477693407,NA
"Ayo5YHWlCQsHNV7XrQc7",4,"fcDC","reg","G1948",20,1.28,0.599198515230894,NA
"kx22ur9KaLMALeSaRB69",4,"fcBA","reg","G1920",100,0,-1.14032631131194,NA
"kx22ur9KaLMALeSaRB69",4,"fcBA","reg","G2006",10,1.62,1.61512946871301,NA
"9eUKJ1MDRhFJ0kdt2ikq",4,"fcDC","reg","G1472",20,0.08,-0.635975838003374,NA
"9eUKJ1MDRhFJ0kdt2ikq",4,"fcDC","reg","G1948",9,1.6562,1.16275338888053,NA
"CPwdHnAnqZuJJEvQdgWC",4,"fcAE","sup","C47",25,0.125,-0.186970106503792,-0.585047026352023
"CPwdHnAnqZuJJEvQdgWC",4,"fcAE","sup","M7949",47,0.4418,-1.10959122479299,-0.925327643134506
"v8OOr4HHwaTU8MdlBiNe",4,"fcED","reg","C1039",75,0.125,-0.862233786359536,NA
"v8OOr4HHwaTU8MdlBiNe",4,"fcED","reg","G2063",70,0.18,0.181435798081173,NA
"IB0qJtGPs6xL8JRpYuBt",4,"fcCB","sup","G2404",99,2e-04,-1.7099370344918,-0.663211761427056
"mM99Ur7dro2BZKJ27iG8",4,"fcAE","reg","C47",10,0.02,-0.816180533917633,NA
"mM99Ur7dro2BZKJ27iG8",4,"fcAE","reg","M7949",25,0.125,-1.48454187446003,NA
"zlPLQKWkCJ5fswxeAIsi",4,"fcED","reg","C1039",4,1.8432,1.29384530877572,NA
"zlPLQKWkCJ5fswxeAIsi",4,"fcED","reg","G2063",96,0.00320000000000001,-0.45567993060187,NA
"fVHHTZLFRLllmKkI5FbQ",4,"fcDC","reg","G1472",13,0.0338,-0.740847698890165,NA
"fVHHTZLFRLllmKkI5FbQ",4,"fcDC","reg","G1948",5,1.805,1.38565866585838,NA
"4FSjZtJEUXGQaNQXwR2P",4,"fcAE","reg","C47",71,1.0082,1.35911596299985,NA
"4FSjZtJEUXGQaNQXwR2P",4,"fcAE","reg","M7949",100,2,1.82520144541166,NA
"JZiTwihTC11GKlKM07IA",4,"fcBA","reg","G1920",70,0.18,-0.835627879620691,NA
"JZiTwihTC11GKlKM07IA",4,"fcBA","reg","G2006",76,0.1152,-1.2409361489688,NA
"9YuQkyei97xjOTwECX55",4,"fcAE","reg","C47",40,0.32,-0.155799083730176,NA
"9YuQkyei97xjOTwECX55",4,"fcAE","reg","M7949",56,0.6272,-0.598060223665594,NA
"mk2SvIlb04bQxWg6soYO",4,"fcCB","reg","G2404",60,0.32,0.60997483340319,NA
"PtFhYXgexjXW1aaY1MjM",4,"fcBA","reg","G1920",60,0.32,-0.598640210527495,NA
"PtFhYXgexjXW1aaY1MjM",4,"fcBA","reg","G2006",24,1.1552,0.732952900997365,NA
"koseFfJYBpIeF1CO7X2W",4,"fcED","reg","C1039",100,0,-1.01908973263582,NA
"koseFfJYBpIeF1CO7X2W",4,"fcED","reg","G2063",100,0,-0.467211437003373,NA
"mbE1EbeFe663nX7WgAek",4,"fcDC","reg","G1472",30,0.18,-0.408980468118546,NA
"mbE1EbeFe663nX7WgAek",4,"fcDC","reg","G1948",30,0.98,0.149792714872333,NA
"zBwDGnjea4EUavd39DGM",4,"fcDC","reg","G1472",51,0.5202,0.363257780229641,NA
"zBwDGnjea4EUavd39DGM",4,"fcDC","reg","G1948",84,0.0512,-1.24156764303777,NA
"uDwAuOeTAbfEsISlrm7L",4,"fcCB","reg","G2404",75,0.125,-0.166358456127448,NA
"dFi2sGOS1gEWWg2KDXcs",4,"fcED","reg","C1039",29,1.0082,0.246047587650158,NA
"dFi2sGOS1gEWWg2KDXcs",4,"fcED","reg","G2063",25,1.125,3.58683378227504,NA
"3JAbXWzVHjOfIJvN5nIY",4,"fcDC","reg","G1472",46,0.4232,0.143072271441358,NA
"3JAbXWzVHjOfIJvN5nIY",4,"fcDC","reg","G1948",3,1.8818,1.50070655075017,NA
"Ij5If0n4tBMsNtacFvQq",4,"fcCB","reg","G2404",88,0.0288,-0.549349545629229,NA
"h4VGMf94mmMvjWkSLlT1",4,"fcBA","reg","G1920",27,1.0658,0.663826958113258,NA
"h4VGMf94mmMvjWkSLlT1",4,"fcBA","reg","G2006",43,0.6498,-0.226281258476578,NA
"aagK9U6xv7nU60Gpn14D",4,"fcCB","reg","G2404",90,0.02,-0.584384073567022,NA
"X0oLGEuROMMZmJgGwq1Y",4,"fcBA","reg","G1920",46,0.5832,-0.153103392632287,NA
"X0oLGEuROMMZmJgGwq1Y",4,"fcBA","reg","G2006",68,0.2048,-1.07087801543326,NA
"BQNfEfAvBdhpepuBqR8T",4,"fcBA","reg","G1920",85,0.045,-1.06415170338913,NA
"BQNfEfAvBdhpepuBqR8T",4,"fcBA","reg","G2006",10,1.62,1.61512946871301,NA
"gGaL9V5DuAw39Y6Pxdwu",4,"fcBA","reg","G1920",58,0.3528,-0.543117385197089,NA
"gGaL9V5DuAw39Y6Pxdwu",4,"fcBA","reg","G2006",49,0.5202,-0.472258201626208,NA
"WgRfEmiRKt0bi4Pa8GXf",4,"fcED","reg","C1039",95,0.00500000000000001,-1.01281549478477,NA
"WgRfEmiRKt0bi4Pa8GXf",4,"fcED","reg","G2063",77,0.1058,-0.0859510066036788,NA
"iNTbsxT1Zr20ZU3Jqrah",4,"fcCB","reg","G2404",100,0,-0.664008000698369,NA
"qRl6I3vCdobimhTjNdFZ",4,"fcCB","reg","G2404",81,0.0722,-0.376565623754205,NA
"B5xt3fvqtOgMSQdQDwRx",4,"fcED","reg","C1039",49,0.5202,-0.366318026612445,NA
"B5xt3fvqtOgMSQdQDwRx",4,"fcED","reg","G2063",79,0.0882,-0.149374291811946,NA
"G2076ZS0IEWQIAvbwCPT",4,"fcBA","reg","G1920",20,1.28,1.02641809182585,NA
"G2076ZS0IEWQIAvbwCPT",4,"fcBA","reg","G2006",20,1.28,0.969819586993305,NA
"KyeFByJ933id8W7P6j77",4,"fcBA","reg","G1920",9,1.6562,1.66323781406056,NA
"KyeFByJ933id8W7P6j77",4,"fcBA","reg","G2006",40,0.72,-0.0930437476038617,NA
"YV20vaAnaPndIGbTNCyi",4,"fcCB","reg","G2404",73,0.1458,-0.0835495719108464,NA
"Z8vYqlN7AZH1XOE9fVW9",4,"fcBA","reg","G1920",65,0.245,-0.72559789039885,NA
"Z8vYqlN7AZH1XOE9fVW9",4,"fcBA","reg","G2006",40,0.72,-0.0930437476038617,NA
"gIVXFcb4XIgyVfkGHGYP",4,"fcCB","reg","G2404",91,0.0162,-0.599512619721978,NA
"UzgNwCP2klyuj9Bvt9ux",4,"fcED","reg","C1039",100,0,-1.01908973263582,NA
"UzgNwCP2klyuj9Bvt9ux",4,"fcED","reg","G2063",100,0,-0.467211437003373,NA
"Y9lj2tOrXl1hytUGa6Eg",4,"fcCB","reg","G2404",67,0.2178,0.203096565762004,NA
"pShsXtwszn45B5D0Sf3a",4,"fcED","reg","C1039",72,0.1568,-0.82232963362685,NA
"pShsXtwszn45B5D0Sf3a",4,"fcED","reg","G2063",88,0.0288,-0.363427879389845,NA
"BnhBrwCAP3y6BtcM44LY",4,"fcED","reg","C1039",0,2,1.49060540778469,NA
"BnhBrwCAP3y6BtcM44LY",4,"fcED","reg","G2063",95,0.00500000000000001,-0.449193458251024,NA
"qkYeT5dGoVDovKxUcI8N",4,"fcED","reg","C1039",10,1.62,1.01376333110479,NA
"qkYeT5dGoVDovKxUcI8N",4,"fcED","reg","G2063",95,0.00500000000000001,-0.449193458251024,NA
"ToeVsNlqNWNSypLVTqn4",4,"fcAE","reg","C47",80,1.28,1.95742155686969,NA
"ToeVsNlqNWNSypLVTqn4",4,"fcAE","reg","M7949",92,1.6928,1.28293309988388,NA
"T9VACiwBbmZCwXUD9UDS",4,"fcCB","reg","G2404",60,0.32,0.60997483340319,NA
"1gSWb3p7qwbEpGVvZEvR",4,"fcBA","reg","G1920",45,0.605,-0.116201027016347,NA
"1gSWb3p7qwbEpGVvZEvR",4,"fcBA","reg","G2006",10,1.62,1.61512946871301,NA
"V4NV0ap6EhknemOtzaEE",4,"fcED","reg","C1039",88,0.0288,-0.982950122613763,NA
"V4NV0ap6EhknemOtzaEE",4,"fcED","reg","G2063",92,0.0128,-0.421085411397361,NA
"fkFoEo1gGQv4gTV9uSmY",4,"fcCB","reg","G2404",81,0.0722,-0.376565623754205,NA
"kFgvXkoIlIrHD1GwLKbq",4,"fcAE","reg","C47",26,0.1352,-0.562594057045649,NA
"kFgvXkoIlIrHD1GwLKbq",4,"fcAE","reg","M7949",55,0.605,-0.637247584572874,NA
"i19KaWNFkrgchXO6nMfE",4,"fcBA","reg","G1920",29,1.0082,0.566323459972057,NA
"i19KaWNFkrgchXO6nMfE",4,"fcBA","reg","G2006",31,0.9522,0.347664942205892,NA
"08YMNb5ZqlRtva1JyiNb",4,"fcCB","reg","G2404",55,0.405,0.948376523711416,NA
"xDJ0JpfeWhke1GvUwHem",4,"fcAE","reg","C47",62,0.7688,0.83213156575026,NA
"xDJ0JpfeWhke1GvUwHem",4,"fcAE","reg","M7949",81,1.3122,0.611099335860862,NA
"OnWF9xAaNJRvOuX00KEc",4,"fcCB","reg","G2404",75,0.125,-0.166358456127448,NA
"8AcDHk4eXDDaZAtdlBsu",4,"fcAE","reg","C47",82,1.3448,2.10006395011018,NA
"8AcDHk4eXDDaZAtdlBsu",4,"fcAE","reg","M7949",93,1.7298,1.34824536806268,NA
"paNIkLAolYQLDWiJ1rc1",4,"fcBA","reg","G1920",83,0.0578,-1.04248425935775,NA
"paNIkLAolYQLDWiJ1rc1",4,"fcBA","reg","G2006",70,0.18,-1.11794767739399,NA
"egfzosHWsiOmw2b2M9NO",4,"fcBA","reg","G1920",10,1.62,1.60195957390932,NA
"egfzosHWsiOmw2b2M9NO",4,"fcBA","reg","G2006",30,0.98,0.40042851488768,NA
