trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,group,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,custom_timer_ended_trial,interval_id,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc2,task_raven_matrix,task_leapfrog,task_time_series,task_admc_dr,task_number_series,task_berlin_numeracy,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_impossible_question,task_admc_a1,response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,slider_moved,admc_id,admc_response,list_id,correct_answer,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,ns_id,ns_response,BNS_1,BNS_2,BNS_3,BNS_4,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,moved_sliders,cfs_id,cfs_response,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,48,795072,0.0-11.0-5.0-0.0-2.7,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,49,820272,0.0-11.0-6.0,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 25189}]",25190.0,False,159.0,,,,,,,,,,,,dn_test_trials_instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,50,820574,0.0-11.0-7.0-0.0-0.0,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,51,825835,0.0-11.0-7.0-0.0-1.0,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,116984.0,False,163.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,0.0,A,conflict,text,array,large,small,0.15,0.2,400.0,10.0,60.0,2.0,340.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,52,825836,0.0-11.0-7.0-0.0-2.0,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,99679.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,53,825836,0.0-11.0-7.0-0.0-0.1,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,82372.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,54,825842,0.0-11.0-7.0-0.0-1.1,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,65073.0,False,167.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,1.0,A,conflict,array,array,large,small,0.19,0.2,400.0,10.0,76.0,2.0,324.0,8.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,55,825843,0.0-11.0-7.0-0.0-2.1,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,47768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,56,825844,0.0-11.0-7.0-0.0-0.2,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,5268.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,57,835869,0.0-11.0-7.0-0.0-1.2,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,10032.0,False,171.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,2.0,A,conflict,array,text,small,large,0.3,0.29,10.0,400.0,3.0,116.0,7.0,284.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,58,835870,0.0-11.0-7.0-0.0-2.2,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,10025.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,59,836170,0.0-11.0-7.0-0.0-0.3,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,60,839305,0.0-11.0-7.0-0.0-1.3,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,3133.0,False,176.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,3.0,A,conflict,text,text,large,small,0.02,0.1,400.0,10.0,8.0,1.0,392.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,61,840308,0.0-11.0-7.0-0.0-2.3,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,62,840609,0.0-11.0-7.0-0.0-0.4,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,63,843243,0.0-11.0-7.0-0.0-1.4,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,2632.0,False,179.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,4.0,A,harmony,text,text,small,large,0.3,0.31,10.0,400.0,3.0,124.0,7.0,276.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,64,844245,0.0-11.0-7.0-0.0-2.4,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,65,844547,0.0-11.0-7.0-0.0-0.5,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,66,847942,0.0-11.0-7.0-0.0-1.5,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,3392.0,False,183.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,5.0,A,harmony,array,text,large,small,0.11,0.1,400.0,10.0,44.0,1.0,356.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,67,848944,0.0-11.0-7.0-0.0-2.5,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,68,849257,0.0-11.0-7.0-0.0-0.6,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,69,854285,0.0-11.0-7.0-0.0-1.6,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,5026.0,False,186.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,6.0,A,harmony,text,text,large,small,0.23,0.2,400.0,10.0,92.0,2.0,308.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,70,855287,0.0-11.0-7.0-0.0-2.6,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,71,855590,0.0-11.0-7.0-0.0-0.7,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,72,862804,0.0-11.0-7.0-0.0-1.7,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,7204.0,False,190.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",False,0.0,7.0,A,harmony,array,text,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,73,863806,0.0-11.0-7.0-0.0-2.7,8mwyokdr12PKDZFUp0oI,33ff78,2,1.0,Tjhn6jZbe9ifvP7bbFTUKvmR8d,d2LmNKWIb1IpZIwKG4DEKvrSrP,1366.0,768.0,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
