trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_admc_a1,task_impossible_question,task_leapfrog,task_time_series,task_raven_matrix,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,slider_start,slider_moved,admc_id,admc_response,response_choice,response_slider,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response
html-keyboard-response,830,2347844,0.0-21.0-7.0-0.0-2.10,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,831,2348146,0.0-21.0-7.0-0.0-0.11,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,832,2349995,0.0-21.0-7.0-0.0-1.11,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,1846.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13500.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.14,0.2,400.0,10.0,56.0,2.0,344.0,8.0,left,silver,,,,,,,,,,,,
html-keyboard-response,833,2350998,0.0-21.0-7.0-0.0-2.11,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,834,2351299,0.0-21.0-7.0-0.0-0.12,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,835,2354520,0.0-21.0-7.0-0.0-1.12,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,3219.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13506.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,silver,,,,,,,,,,,,
html-keyboard-response,836,2355520,0.0-21.0-7.0-0.0-2.12,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,837,2355823,0.0-21.0-7.0-0.0-0.13,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,838,2357112,0.0-21.0-7.0-0.0-1.13,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,1287.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,13514.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.3,0.35,10.0,400.0,3.0,140.0,7.0,260.0,right,gold,,,,,,,,,,,,
html-keyboard-response,839,2358114,0.0-21.0-7.0-0.0-2.13,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,840,2358416,0.0-21.0-7.0-0.0-0.14,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,841,2360816,0.0-21.0-7.0-0.0-1.14,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,2398.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13521.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.23,0.2,400.0,10.0,92.0,2.0,308.0,8.0,left,gold,,,,,,,,,,,,
html-keyboard-response,842,2361818,0.0-21.0-7.0-0.0-2.14,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,843,2362120,0.0-21.0-7.0-0.0-0.15,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,844,2363385,0.0-21.0-7.0-0.0-1.15,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,1262.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,13528.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.1,0.12,10.0,400.0,1.0,48.0,9.0,352.0,right,gold,,,,,,,,,,,,
html-keyboard-response,845,2364387,0.0-21.0-7.0-0.0-2.15,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,846,2364688,0.0-21.0-7.0-0.0-0.16,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,847,2365579,0.0-21.0-7.0-0.0-1.16,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,889.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,13535.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.2,0.24,10.0,400.0,2.0,96.0,8.0,304.0,right,gold,,,,,,,,,,,,
html-keyboard-response,848,2366581,0.0-21.0-7.0-0.0-2.16,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,849,2366884,0.0-21.0-7.0-0.0-0.17,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,850,2371385,0.0-21.0-7.0-0.0-1.17,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,4499.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13541.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.05,10.0,400.0,1.0,20.0,9.0,380.0,left,silver,,,,,,,,,,,,
html-keyboard-response,851,2372387,0.0-21.0-7.0-0.0-2.17,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,852,2372689,0.0-21.0-7.0-0.0-0.18,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,853,2373451,0.0-21.0-7.0-0.0-1.18,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,759.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13550.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,silver,,,,,,,,,,,,
html-keyboard-response,854,2374453,0.0-21.0-7.0-0.0-2.18,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,855,2374755,0.0-21.0-7.0-0.0-0.19,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,856,2375803,0.0-21.0-7.0-0.0-1.19,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,1045.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,13555.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,right,gold,,,,,,,,,,,,
html-keyboard-response,857,2376804,0.0-21.0-7.0-0.0-2.19,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,858,2377106,0.0-21.0-7.0-0.0-0.20,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,859,2378442,0.0-21.0-7.0-0.0-1.20,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,1334.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,13561.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver,,,,,,,,,,,,
html-keyboard-response,860,2379445,0.0-21.0-7.0-0.0-2.20,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,861,2379747,0.0-21.0-7.0-0.0-0.21,7GrCyxHBO12pzCQyoIY7,33ff78,3,LoFBIepXgH9LCLHkGJ4esjxqwT,YdiLrnPD4sCAzocsNqjjjXgtRC,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
