trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_coherence_forecasting,task_graph_literacy,task_admc_rc1,task_shipley_vocab,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_shipley_abstraction,task_admc_rp,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,admc_id,admc_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct
html-keyboard-response,884,2287888,0.0-23.0-7.0-0.0-1.25,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,2224.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1655.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.17,10.0,400.0,1.0,68.0,9.0,332.0,right,silver,,,,,,,,,,,,,,
html-keyboard-response,885,2288894,0.0-23.0-7.0-0.0-2.25,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,886,2289204,0.0-23.0-7.0-0.0-0.26,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,887,2290786,0.0-23.0-7.0-0.0-1.26,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1580.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1658.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.25,0.2,400.0,10.0,100.0,2.0,300.0,8.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,888,2291790,0.0-23.0-7.0-0.0-2.26,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,889,2292096,0.0-23.0-7.0-0.0-0.27,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,890,2293649,0.0-23.0-7.0-0.0-1.27,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1551.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1661.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.23,0.3,400.0,10.0,92.0,3.0,308.0,7.0,right,gold,,,,,,,,,,,,,,
html-keyboard-response,891,2294660,0.0-23.0-7.0-0.0-2.27,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,892,2294969,0.0-23.0-7.0-0.0-0.28,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,893,2296272,0.0-23.0-7.0-0.0-1.28,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1301.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1665.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.2,0.23,10.0,400.0,2.0,92.0,8.0,308.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,894,2297282,0.0-23.0-7.0-0.0-2.28,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,895,2297591,0.0-23.0-7.0-0.0-0.29,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,896,2298974,0.0-23.0-7.0-0.0-1.29,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1381.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1668.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.3,0.32,10.0,400.0,3.0,128.0,7.0,272.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,897,2299982,0.0-23.0-7.0-0.0-2.29,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,898,2300300,0.0-23.0-7.0-0.0-0.30,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,899,2301573,0.0-23.0-7.0-0.0-1.30,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1272.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1671.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,900,2302576,0.0-23.0-7.0-0.0-2.30,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,901,2302882,0.0-23.0-7.0-0.0-0.31,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,902,2304076,0.0-23.0-7.0-0.0-1.31,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1192.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1674.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.22,10.0,400.0,3.0,88.0,7.0,312.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,903,2305083,0.0-23.0-7.0-0.0-2.31,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,904,2305393,0.0-23.0-7.0-0.0-0.32,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,905,2306725,0.0-23.0-7.0-0.0-1.32,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1330.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1677.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,small,large,0.3,0.35,10.0,400.0,3.0,140.0,7.0,260.0,right,silver,,,,,,,,,,,,,,
html-keyboard-response,906,2307727,0.0-23.0-7.0-0.0-2.32,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,907,2308036,0.0-23.0-7.0-0.0-0.33,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,908,2310013,0.0-23.0-7.0-0.0-1.33,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1975.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1680.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,909,2311023,0.0-23.0-7.0-0.0-2.33,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,910,2311335,0.0-23.0-7.0-0.0-0.34,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,911,2312549,0.0-23.0-7.0-0.0-1.34,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1212.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1683.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver,,,,,,,,,,,,,,
html-keyboard-response,912,2313563,0.0-23.0-7.0-0.0-2.34,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,913,2313869,0.0-23.0-7.0-0.0-0.35,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,914,2315304,0.0-23.0-7.0-0.0-1.35,4MIJuy5zAsuq35Utpe3L,223301,3,y0Mp6gR8cWanG1Czm3OEBLxQES,KYgmvxXNOjDbOXZ796vKuCRteT,1366.0,768.0,,1433.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1686.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.16,0.1,400.0,10.0,64.0,1.0,336.0,9.0,right,silver,,,,,,,,,,,,,,
