trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_admc_rp,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_shipley_abstraction,task_admc_a2,task_impossible_question,task_admc_rc1,task_coherence_forecasting,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,moved_sliders,admc_id,admc_response,question_order,shipley_vocabulary_score,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,shipley_abstraction_score,slider_start,slider_moved,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,cfs_id,cfs_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,101,7271141,0.0-13.0-7.0-0.0-1.12,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,3027.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,2105.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,12.0,A,conflict,array,text,small,large,0.1,0.15,10.0,400.0,1.0,60.0,9.0,340.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,102,7272152,0.0-13.0-7.0-0.0-2.12,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,103,7272468,0.0-13.0-7.0-0.0-0.13,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,104,7274709,0.0-13.0-7.0-0.0-1.13,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,2240.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2116.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,13.0,A,conflict,array,text,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,105,7275725,0.0-13.0-7.0-0.0-2.13,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,106,7276035,0.0-13.0-7.0-0.0-0.14,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,107,7277701,0.0-13.0-7.0-0.0-1.14,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,1664.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2126.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,14.0,A,conflict,array,array,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,108,7278708,0.0-13.0-7.0-0.0-2.14,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,109,7279019,0.0-13.0-7.0-0.0-0.15,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,110,7281540,0.0-13.0-7.0-0.0-1.15,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,2520.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2134.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,15.0,A,harmony,array,text,small,large,0.2,0.15,10.0,400.0,2.0,60.0,8.0,340.0,left,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,111,7282550,0.0-13.0-7.0-0.0-2.15,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,112,7282863,0.0-13.0-7.0-0.0-0.16,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,113,7285152,0.0-13.0-7.0-0.0-1.16,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,2288.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2146.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,16.0,A,conflict,text,text,large,small,0.26,0.2,400.0,10.0,104.0,2.0,296.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,114,7286154,0.0-13.0-7.0-0.0-2.16,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,115,7286462,0.0-13.0-7.0-0.0-0.17,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,116,7288085,0.0-13.0-7.0-0.0-1.17,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,1621.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,2156.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,17.0,A,harmony,text,text,large,small,0.25,0.3,400.0,10.0,100.0,3.0,300.0,7.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,117,7289088,0.0-13.0-7.0-0.0-2.17,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,118,7289399,0.0-13.0-7.0-0.0-0.18,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,119,7292283,0.0-13.0-7.0-0.0-1.18,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,2882.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowright,False,2166.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,18.0,A,conflict,text,array,small,large,0.2,0.21,10.0,400.0,2.0,84.0,8.0,316.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,120,7293287,0.0-13.0-7.0-0.0-2.18,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,121,7293590,0.0-13.0-7.0-0.0-0.19,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,122,7295573,0.0-13.0-7.0-0.0-1.19,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,1981.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2176.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,19.0,A,conflict,text,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,123,7296580,0.0-13.0-7.0-0.0-2.19,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,124,7296890,0.0-13.0-7.0-0.0-0.20,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,125,7300853,0.0-13.0-7.0-0.0-1.20,t5fbyLOBsaQdFiNQyUea,223301,5,AJ39QKULmWW5WscSM3APu2VnN1,8jE6CIlVRkXvqQzMa7bOSJ50aI,1920.0,1080.0,,3962.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,arrowleft,False,2185.0,,,,,,,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,False,0.0,20.0,A,conflict,array,text,small,large,0.2,0.12,10.0,400.0,2.0,48.0,8.0,352.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
